categoryName;englishName;humanFormat;populate;visible;generalizations;mutexExceptions;knownNegatives;instanceType;seedInstances;seedExtractionPatterns;conceptSynonyms;queryString;editDate;author;curator;description;freebaseID;comment;
itemDeBanheiro;bathroom items;%s is an {item often found in a bathroom};TRUE;TRUE;itemDoméstico;itemDePiso itemDeParede itensDeMesa;"""cama"" ""café"" ""comida"" ""geladeira"" ""vinho""";all;"""pia"" ""banheiro"" ""espelho"" ""banheira"" ""chuveiro"" ""armário de remédios"" ""toalheiro"" ""escova de dentes"" ""toalha"" ""aparador"" ""torneira"" ""toalhas de papel"" ""sabão""";"""_ é um item de banheiro"" ""_ é o item de banheiro"" ""é o item de banheiro _"" ""item de banheiro conhecido como _"" ""item de banheiro chamado de _"" ""item de banheiro apelidado de _"" ""item de banheiro tal como _"" ""item de banheiro assim como _"" ""item de banheiro como _"" ""_ é um dos itens de banheiro"" ""itens de banheiro tais como _"" ""itens de banheiro assim como _"" ""itens de banheiro como _""";;item de banheiro;2014-10-31;Maísa Duarte;Maísa Duarte;Any item that is commonly found in a bathroom or restroom. ;;Translated;
praia;beaches;%s is a {beach};TRUE;TRUE;localização;atração ilha parque;;proper;"""Praia da Pituba"" ""Praia de Piatã"" ""Praia do Farol da Barra"" ""Praia do Botafogo"" ""Praia de Ilhéus"" ""Praia da Barra Velha"" ""Praia da Joaquina"" ""Praia do Forte"" ""Praia dos Artistas"" ""Praia da Rocha"" ""Copacabana"" ""Arpoador"" ""Canoa quebrada"" ""Praia de Jericoacara"" ""Prainha"" ""Praia do Espelho"" ""praia do forno"" ""praia de genipabu"" ""praia da pipa"" ""praia maragogi"" ""praia dos carneiros"" ""baía dos porcos""";"""praias tais como _"" ""praias assim como _"" ""praias como _"" ""praia tal como _"" ""praia assim como _"" ""praia como _"" ""_ é uma praia"" ""_ é a praia"" ""é a praia _"" ""praia conhecida como _"" ""praia chamada de _"" ""praia apelidada de _"" ""_ é uma das praias""";;praia;2014-10-31;Maísa Duarte;Maísa Duarte;geological landform along the shoreline of an ocean, sea or lake. It usually consists of loose particles which are often composed of rock, such as sand, gravel, shingle, pebbles, waves or cobblestones;/en/beach;Removed all and added brazilian names;
itemDoQuarto;bedroom items;%s is an {item often found in a bedroom};TRUE;TRUE;itemDoméstico;itemDePiso itemDeParede itensDeMesa;"""lousa"" ""quadro negro"" ""carro"" ""fogão"" ""banheiro"" ""chuveiro""";all;"""cama"" ""tapete"" ""televisão"" ""guarda-roupa"" ""pente de cabelo"" ""cômoda"" ""escrivaninha"" ""espelho"" ""roupa"" ""rádio"" ""despertador"" ""relógio"" ""cadeira"" ""escova de dentes"" ""colchão""";"""_ é um item de quarto"" ""_ é o item de quarto"" ""é o item de quarto _"" ""item de quarto conhecido como _"" ""item de quarto chamado de _"" ""item de quarto apelidado de _"" ""item de quarto tal como _"" ""item de quarto assim como _"" ""item de quarto como _"" ""_ é um dos itens de quarto"" ""itens de quarto tais como _"" ""itens de quarto assim como _"" ""itens de quarto como _"" ";;item do quarto;2014-10-31;Maísa Duarte;Maísa Duarte;Any item that is commonly found in a bedroom. ;;Translated;
bebida;beverages;%s is a {beverage};TRUE;TRUE;comida;produtoAgrícola;;all;"""café"" ""Coca-Cola"" ""Pepsi"" ""suco de manga"" ""suco de laranja"" ""leite"" ""cerveja"" ""cachaça"" ""suco de maçã"" ""vinho tinto"" ""pinga"" ""chá de ibisco"" ""chá verde"" ""suco de uva"" ""limonada"" ""caipirinha""";"""bebidas tais como _"" ""bebidas assim como _"" ""bebidas como _"" ""bebida tal como _"" ""bebida assim como _"" ""bebida como _"" ""_ é uma bebida"" ""_ é a bebida"" ""é a bebida _"" ""bebida conhecida como _"" ""bebida chamada de _"" ""bebida apelidada de _"" ""_ é uma das bebidas"" ";;bebida;2014-10-31;Maísa Duarte;Maísa Duarte;A liquid meant for human consumption;/food/beverage;Translated, few removed;
EmpresaDeBiotecnologia;biotech companies;%s is a {biotech company};TRUE;TRUE;empresa;;;proper;"""Hemobrás"" ""ANS Pharma"" ""Geociclo"" ""Codon Biotecnologia"" ""Loccus Biotecnologia"" ""CB Biotech"" ""BioExt S.A"" ""Prólab Biotecnologia"" ""Monsanto"" ""IMEVE S.A"" ""Genoa Biotecnologia"" ""Nanocore"" ""Millenniun Tecnologia Ambiental""";"""empresas de biotecnologia tais como _"" ""empresas de biotecnologia assim como _"" ""empresas de biotecnologia como _"" ""empresa de biotecnologia tal como _"" ""empresa de biotecnologia assim como _"" ""empresa de biotecnologia como _"" ""_ é uma empresa de biotecnologia"" ""_ é a empresa de biotecnologia"" ""é a empresa de biotecnologia _"" ""empresa de biotecnologia conhecida como _"" ""empresa de biotecnologia chamada de _"" ""empresa de biotecnologia apelidada de _"" ""_ é uma das empresas de biotecnologia"" ";;empresa de biotecnologia;2014-10-31;Maísa Duarte;Maísa Duarte;A company in a biotechnology field, including pharmaceutical companies.;;Removed all and added brazilian names;
pássaro;birds;%s is a {bird};TRUE;TRUE;vertebrado;;;common;"""canários"" ""pica-pau"" ""pardais"" ""joão de barro"" ""gansos"" ""patos"" ""cisnes"" ""codorna"" ""urubu"" ""pinguins"" ""perus"" ""galinhas"" ""coruja"" ""andorinhas"" ""gavião"" ""pombinha"" ""rolinha"" ""tucano"" ""canário da terra"" ""sabiá"" ""joão de barro""";"""_ é um pássaro"" ""_ é o pássaro"" ""é o pássaro _"" ""pássaro conhecido como _"" ""pássaro chamado de _"" ""pássaro apelidado de _"" ""_ é um dos pássaros""  ""pássaros tais como _"" ""pássaros assim como _"" ""pássaros como _"" ""pássaro tal como _"" ""pássaro assim como _"" ""pássaro como _"" ""_ é um passarinho"" ""_ é o passarinho"" ""é o passarinho _"" ""passarinho conhecido como _"" ""passarinho chamado de _"" ""passarinho apelidado de _"" ""_ é um dos passarinhos""  ""passarinhos tais como _"" ""passarinhos assim como _"" ""passarinhos como _"" ""passarinho tal como _"" ""passarinho assim como _"" ""passarinho como _""";;pássaro;2014-10-31;Maísa Duarte;Maísa Duarte;Birds (class Aves) are winged, bipedal, endothermic (warm-blooded), egg-laying, vertebrate animals.;none;Translated;
blog;blogs;%s is a {blog};TRUE;TRUE;website publicação;;;proper;" ""TecMundo"" ""Digg"" ""Zoom Digital"" ""Gizmodo"" ""Threadless"" ""Google Blog"" ""Meio Bit"" ""Tecnoblog"" ""Google Discovery"" ""Papo de Homem"" ""Radar on-line"" ""Blog do Camarotti"" ""Blog do Noblat"" ""MacMagazine"" ""R7 Cultura""";"""o blog _"" ""postarei a cobertura no _"" ""linkou o post no _"" ""os fãs de tecnologia conhecem _"" ""editor do blog _"" ""siga o blog _ "" ""_  é um blog político"" ""_ é um blog pessoal"" ""_ há algum tempo publicou"" ""_ blog sobre tendências"" ""_ blog de moda"" ""_ blog político"" ""_ blog investigativo"" ""_ um blog de receitas"" ""_ blog de culinária"" ""seguidores do blog _ "" ""seguidoras do blog _"" ""receitas no _"" ""notícias no _"" ""_ é um blog"" ""_ é o blog"" ""é o blog _"" ""blog conhecido como _"" ""blog chamado de _"" ""blog apelidado de _"" ""_ é um dos blogs""  ""blogs tais como _"" ""blogs assim como _"" ""blogs como _"" ""blog tal como _"" ""blog assim como _"" ""blog como _""
";;blog;2014-10-31;Maísa Duarte;Maísa Duarte;"A blog (or weblog) is a user-generated website where entries are made in journal style and displayed in a reverse chronological order. Blogs often provide commentary or news on a particular subject, such as food, politics, or local news; some function as more personal online diaries.";/internet/blog;Removed almost all and added brazilian names/known in Brazil;
jogoDeTabuleiro;board games;%s is a {board game};TRUE;TRUE;jogoTradicional;;;all;"""gamão"" ""batalha naval"" ""damas"" ""xadrez"" ""Banco Imobiliário"" ""War"" ""Risk"" ""Detetive ladrão"" ""Ludo"" ""jogo de trilha"" ""imagem e ação"" ""dominó"" ""Sudoku"" ""escadas e escorregadores"" ""resta um"" ""Jogo da vida "" "" Top Secret""";"""_ é um jogo de tabuleiro"" ""_ é o jogo de tabuleiro"" ""é o jogo de tabuleiro _"" ""jogo de tabuleiro conhecido como _"" ""jogo de tabuleiro chamado de _"" ""jogo de tabuleiro apelidado de _"" ""_ é um dos jogos de tabuleiro""  ""jogos de tabuleiro tais como _"" ""jogos de tabuleiro assim como _"" ""jogos de tabuleiro como _"" ""jogo de tabuleiro tal como _"" ""jogo de tabuleiro assim como _"" ""jogo de tabuleiro como _""";;jogo de tabuleiro;2014-10-31;Maísa Duarte;Maísa Duarte;Games played with physical pieces on a board (electronic games not allowed);/games/game;Translated, removed some names and added brazilian names;
parteDoCorpo;body parts;%s is a {part of the body};TRUE;TRUE;item;;;common;"""braço"" ""olho"" ""pé"" ""mão"" ""perna"" ""nariz"" ""garganta"" ""estômago"" ""baço"" ""intestino"" ""cérebro"" ""joelho"" ""coxa"" ""coração"" ""orelha""";"""partes do corpo tais como _"" ""partes do corpo assim como _"" ""partes do corpo como _"" ""parte do corpo tal como _"" ""parte do corpo assim como _"" ""parte do corpo como _"" ""_ é uma parte do corpo"" ""_ é a parte do corpo"" ""é a parte do corpo _"" ""parte do corpo conhecida como _"" ""parte do corpo chamada de _"" ""parte do corpo apelidada de _"" ""_ é uma das partes do corpo"" 
";;parte do corpo;2014-10-31;Maísa Duarte;Maísa Duarte;Refers to any part of the human body. It can be either visible to the naked eye (gross anatomical structure) or microscopic.;/medicine/anatomical_structure;Translated;
osso;bones;%s is a {bone};TRUE;TRUE;parteDoCorpo;;;common;"""atlas"" ""carpo"" ""bigorna"" ""martelo"" ""estribo"" ""clavícula"" ""acetábulo"" ""fêmur"" ""cúbito"" ""sesamóide"" ""acrômio"" ""escápula""";"""_ é um osso"" ""_ é o osso"" ""é o osso _"" ""osso conhecido como _"" ""osso chamado de _"" ""osso apelidado de _"" ""_ é um dos ossos""  ""ossos tais como _"" ""ossos assim como _"" ""ossos como _"" ""osso tal como _"" ""osso assim como _"" ""osso como _""";;osso;2014-10-31;Maísa Duarte;Maísa Duarte;"""a bone or bone structure in a vertebrate""";/medicine/bone;Translated;
livro;books;%s is a {book};TRUE;TRUE;trabalhoCriativo;questõesPolíticas;;proper;"""Iracema"" ""Dom Casmurro"" ""Memórias Póstumas de Brás Cubas"" ""Os Sertões"" ""Cinquenta Tons de Cinza"" ""Macunaíma"" ""Vidas Secas"" ""A Divina Comédia"" ""Comer, Rezar, Amar"" ""O Segredo""";"""_ é um livro"" ""_ é o livro"" ""é o livro _"" ""livro conhecido como _"" ""livro chamado de _"" ""livro apelidado de _"" ""_ é um dos livros"" ""livros tais como _"" ""livros assim como _"" ""livros como _"" ""livro tal como _"" ""livro assim como _"" ""livro como _""";;livro;2014-10-31;Maísa Duarte;Maísa Duarte;"A book is a written work or a collection of written works in book form. ""Book"" represents the abstract notion of a particular book, rather than a particular edition.";/book/book;Removed all and added brazilian names;
tecidoCerebral;brain tissues;%s is a kind of {brain tissue};TRUE;TRUE;parteDoCorpo;;;all;"""córtex entorrinal"" ""sistema nervoso periférico"" ""córtex visual"" ""putâmen"" ""striatum"" ""área de broca"" ""substantia nigra"" ""cerebelo"" ""hipocampo"" ""hipotálamo"" ""córtex cerebral"" ""quiasma""";"""_ é um tecido cerebral"" ""_ é o tecido cerebral"" ""é o tecido cerebral _"" ""tecido cerebral conhecido como _"" ""tecido cerebral chamado de _"" ""tecido cerebral apelidado de _"" ""_ é um dos tecidos cerebrais"" ""tecidos cerebrais tais como _"" ""tecidos cerebrais assim como _"" ""tecidos cerebrais como _"" ""tecido cerebral tal como _"" ""tecido cerebral assim como _"" ""tecido cerebral como _""";;tecido cerebral;2014-10-31;Maísa Duarte;Maísa Duarte;"""any subregion of the brain, but not including single nerves""";/medicine/brain_structure;Translated;
ponte;bridges;%s is a {bridge};TRUE;TRUE;construção;;;proper;" ""Ponte do Milênio"" ""Ponte Rialto"" ""Ponte das Nove Curvas"" ""Ponte Hercílio Luz"" ""Ponte Rio Niterói"" ""Ponte Juscelino Kubitschek"" ""Ponte Estaiada"" ""Ponte Internacional da Amizade"" ""Ponte Presidente Dutra"" ""Terceira Ponte de Vitória""";"""pontes tais como _"" ""pontes assim como _"" ""pontes como _"" ""ponte tal como _"" ""ponte assim como _"" ""ponte como _"" ""_ é uma ponte"" ""_ é a ponte"" ""é a ponte _"" ""ponte conhecida como _"" ""ponte chamada de _"" ""ponte apelidada de _"" ""_ é uma das pontes"" ";;ponte;2014-10-31;Maísa Duarte;Maísa Duarte;"""A bridge is a structure across water, valleys, railway cuts, areas of low elevation, or other features which are difficult to cross.""";/transportation/bridge;Removed almost all and added brazilian names/known in Brazil;
construção;buildings;%s is a {building};TRUE;TRUE;localização geolocalização;atração transporte fazenda;;all;"""celeiros"" ""casas"" ""apartamentos"" ""igrejas"" ""fazenda"" ""bibliotecas"" ""museus"" ""arranha-céus"" ""cabanas"" ""casas de campo"" ""iglus"" ""chalés"" ""Copacabana Palace""";"""construções tais como _"" ""construções assim como _"" ""construções como _"" ""construção tal como _"" ""construção assim como _"" ""construção como _"" ""_ é uma construção"" ""_ é a construção"" ""é a construção _"" ""construção conhecida como _"" ""construção chamada de _"" ""construção apelidada de _"" ""_ é uma das construções""";;construção;2014-10-31;Maísa Duarte;Maísa Duarte;"A building is a man-made structure designed for shelter or for continuous or periodic occupancy. All buildings are structures and therefore typed ""Structure"" which imparts other basic properties (see /architecture/structure). If something is not a structure, it can't be typed as a building.  This category does not include complexes of individual buildings.";/architecture/building;Translated, removed few names and added brazilian names;
elementosParaConstrução;building features;%s is {something found in or on buildings};TRUE;TRUE;item;;;common;"""piso"" ""chaminés"" ""armários"" ""portas"" ""janelas"" ""persianas"" ""telhados"" ""paredes"" ""elevadores"" ""escada"" ""varandas"" ""plataformas"" ""veneziana"" ""galpões"" ""corredores""";"""_ é um item de construção"" ""_ é o item de construção"" ""é o item de construção _"" ""item de construção conhecido como _"" ""item de construção chamado de _"" ""item de construção apelidado de _"" ""_ é um dos itens de construção""  ""itens de construção tais como _"" ""itens de construção assim como _"" ""itens de construção como _"" ""item de construção tal como _"" ""item de construção assim como _"" ""item de construção como _""";;elementos para construção;2014-10-31;Maísa Duarte;Maísa Duarte;Any physical property or physical attribute that a building might have.;none;Translated;
materialDeConstrução;building materials;%s is a {building material};TRUE;TRUE;abstractThing;questõesPolíticas;;common;"""concreto"" ""ferro"" ""aço"" ""vidro"" ""PVC"" ""tijolo"" ""pedra"" ""azulejo"" ""revestimento"" ""cimento""";"""_ é um material de construção"" ""_ é o material de construção"" ""é o material de construção _"" ""material de construção conhecido como _"" ""material de construção chamado de _"" ""material de construção apelidado de _"" ""_ é um dos materiais de construção""  ""materiais de construção tais como _"" ""materiais de construção assim como _"" ""materiais de construção como _"" ""material de construção tal como _"" ""material de construção assim como _"" ""material de construção como _""";;material de construção;2014-10-31;Maísa Duarte;Maísa Duarte;The construction material used for building;/architecture/lighthouse_construction_material;Translated, removed few names and added brazilian names;
doce;candy;%s is a kind of {candy};TRUE;TRUE;comida;;;proper;"""bala"" ""pirulito"" ""caramelos"" ""algodão doce"" ""doce de leite"" ""pé de moleque"" ""bolo de cenoura"" ""doce de coco"" ""brigadeiro"" ""chicletes""";"""_ é um doce"" ""_ é o doce"" ""é o doce _"" ""doce conhecido como _"" ""doce chamado de _"" ""doce apelidado de _"" ""_ é um dos doces""  ""doces tais como _"" ""doces assim como _"" ""doces como _"" ""doce tal como _"" ""doce assim como _"" ""doce como _""";;doce;2014-10-31;Maísa Duarte;Maísa Duarte;A food which is made primarily of sugar and generally sold for wide distribution.  This would include many dessert items, like pie and cake, that might not be strictly “candy” per se.;;Translated, removed few names and added brazilian names;
jogoDeCartas;card games;%s is a {cardgame};TRUE;TRUE;jogoTradicional;;;all;"""Poker"" ""Truco"" ""Trinta e Um"" ""Caxeta "" ""Rouba-Monte"" ""Blackjack"" ""Buraco"" ""Can-Can"" ""Burrinho"" ""Canasta""";"""_ é um jogo de cartas"" ""_ é o jogo de cartas"" ""é o jogo de cartas _"" ""jogo de cartas conhecido como _"" ""jogo de cartas chamado de _"" ""jogo de cartas apelidado de _"" ""_ é um dos jogos de cartas"" ""jogos de cartas tais como _"" ""jogos de cartas assim como _"" ""jogos de cartas como _"" ""jogo de cartas tal como _"" ""jogo de cartas assim como _"" ""jogo de cartas como _""";;jogo de cartas;2014-10-31;Maísa Duarte;Maísa Duarte;Games that are played with only a physical deck of cards (electronic games not allowed);;Translated, removed few names and added brazilian names;
caverna;caves;%s is a {cave};TRUE;TRUE;localização;atração;;proper;"""Abismo Guy Collet"" ""Toca da Barriguda"" ""Toca do Pitu"" ""Gruta dos Palhares"" ""Gruta do Sapezal"" ""Caverna do Diabo"" ""Gruta Casa de Pedra"" ""Gruta do Itambé"" ""Buraco do Padre"" ""Gruta Nossa Senhora de Lourdes"" ""Gruta da Caridade"" ""Gruta do Lago Azul""";"""cavernas tais como _"" ""cavernas assim como _"" ""cavernas como _"" ""caverna tal como _"" ""caverna assim como _"" ""caverna como _"" ""_ é uma caverna"" ""_ é a caverna"" ""é a caverna _"" ""caverna conhecida como _"" ""caverna chamada de _"" ""caverna apelidada de _"" ""_ é uma das cavernas"" ";;caverna;2014-10-31;Maísa Duarte;Maísa Duarte;"""An underground space humans or animals can enter - a cave.""";none;Removed all and added brazilian names/known in Brazil;
